2	0	0	10YDE-EON------1	NULL	NULL	NULL	1	2014-06-30 13:00:05.8920000	0	2014-06-30 13:00:05.1410000	3285	50000	1024471313	NULL	1	1	2014-07-01 01:00:00.0000000	2014-07-01 00:00:00.0000000		2014-07-01 00:00:00.0000000-2014-07-01 01:00:00.0000000						
2	0	0	10YDE-EON------1	NULL	NULL	NULL	1	2014-06-30 13:00:05.8920000	1	2014-06-30 13:00:05.1570000	1685	50000	1024471314	NULL	1	1	2014-07-01 01:00:00.0000000	2014-07-01 00:00:00.0000000		2014-07-01 00:00:00.0000000-2014-07-01 01:00:00.0000000						
2	0	0	10YDE-RWENET---I	NULL	NULL	NULL	1	2014-06-30 13:00:05.8940000	0	2014-06-30 13:00:05.1410000	3285	50000	1024471313	NULL	1	1	2014-07-01 01:00:00.0000000	2014-07-01 00:00:00.0000000		2014-07-01 00:00:00.0000000-2014-07-01 01:00:00.0000000						
2	0	0	10YDE-RWENET---I	NULL	NULL	NULL	1	2014-06-30 13:00:05.8940000	1	2014-06-30 13:00:05.1570000	1685	50000	1024471314	NULL	1	1	2014-07-01 01:00:00.0000000	2014-07-01 00:00:00.0000000		2014-07-01 00:00:00.0000000-2014-07-01 01:00:00.0000000						
2	0	0	10YDE-VE-------2	NULL	NULL	NULL	1	2014-06-30 13:00:05.8940000	0	2014-06-30 13:00:05.1410000	3285	50000	1024471313	NULL	1	1	2014-07-01 01:00:00.0000000	2014-07-01 00:00:00.0000000		2014-07-01 00:00:00.0000000-2014-07-01 01:00:00.0000000						
2	0	0	10YDE-VE-------2	NULL	NULL	NULL	1	2014-06-30 13:00:05.8940000	1	2014-06-30 13:00:05.1570000	1685	50000	1024471314	NULL	1	1	2014-07-01 01:00:00.0000000	2014-07-01 00:00:00.0000000		2014-07-01 00:00:00.0000000-2014-07-01 01:00:00.0000000						
2	0	0	10YDE-ENBW-----N	NULL	NULL	NULL	1	2014-06-30 13:00:05.8950000	0	2014-06-30 13:00:05.1410000	3285	50000	1024471313	NULL	1	1	2014-07-01 01:00:00.0000000	2014-07-01 00:00:00.0000000		2014-07-01 00:00:00.0000000-2014-07-01 01:00:00.0000000						
2	0	0	10YDE-ENBW-----N	NULL	NULL	NULL	1	2014-06-30 13:00:05.8950000	1	2014-06-30 13:00:05.1570000	1685	50000	1024471314	NULL	1	1	2014-07-01 01:00:00.0000000	2014-07-01 00:00:00.0000000		2014-07-01 00:00:00.0000000-2014-07-01 01:00:00.0000000						
3	0	0	10YDE-EON------1	NULL	NULL	NULL	1	2014-06-30 13:00:57.4790000	1	2014-06-30 13:00:57.1560000	1900	50000	1024471378	NULL	1	1	2014-07-01 01:00:00.0000000	2014-07-01 00:00:00.0000000		2014-07-01 00:00:00.0000000-2014-07-01 01:00:00.0000000						
3	0	0	10YDE-EON------1	NULL	NULL	NULL	1	2014-06-30 13:00:57.4790000	0	2014-06-30 13:00:57.2850000	3000	50000	1024471402	NULL	1	1	2014-07-01 01:00:00.0000000	2014-07-01 00:00:00.0000000		2014-07-01 00:00:00.0000000-2014-07-01 01:00:00.0000000						
3	0	0	10YDE-VE-------2	NULL	NULL	NULL	1	2014-06-30 13:00:57.4800000	1	2014-06-30 13:00:57.1560000	1900	50000	1024471378	NULL	1	1	2014-07-01 01:00:00.0000000	2014-07-01 00:00:00.0000000		2014-07-01 00:00:00.0000000-2014-07-01 01:00:00.0000000						
3	0	0	10YDE-VE-------2	NULL	NULL	NULL	1	2014-06-30 13:00:57.4800000	0	2014-06-30 13:00:57.2850000	3000	50000	1024471402	NULL	1	1	2014-07-01 01:00:00.0000000	2014-07-01 00:00:00.0000000		2014-07-01 00:00:00.0000000-2014-07-01 01:00:00.0000000						
3	0	0	10YDE-RWENET---I	NULL	NULL	NULL	1	2014-06-30 13:00:57.4800000	1	2014-06-30 13:00:57.1560000	1900	50000	1024471378	NULL	1	1	2014-07-01 01:00:00.0000000	2014-07-01 00:00:00.0000000		2014-07-01 00:00:00.0000000-2014-07-01 01:00:00.0000000						
3	0	0	10YDE-RWENET---I	NULL	NULL	NULL	1	2014-06-30 13:00:57.4800000	0	2014-06-30 13:00:57.2850000	3000	50000	1024471402	NULL	1	1	2014-07-01 01:00:00.0000000	2014-07-01 00:00:00.0000000		2014-07-01 00:00:00.0000000-2014-07-01 01:00:00.0000000						
3	0	0	10YDE-ENBW-----N	NULL	NULL	NULL	1	2014-06-30 13:00:57.4810000	1	2014-06-30 13:00:57.1560000	1900	50000	1024471378	NULL	1	1	2014-07-01 01:00:00.0000000	2014-07-01 00:00:00.0000000		2014-07-01 00:00:00.0000000-2014-07-01 01:00:00.0000000						
3	0	0	10YDE-ENBW-----N	NULL	NULL	NULL	1	2014-06-30 13:00:57.4810000	0	2014-06-30 13:00:57.2850000	3000	50000	1024471402	NULL	1	1	2014-07-01 01:00:00.0000000	2014-07-01 00:00:00.0000000		2014-07-01 00:00:00.0000000-2014-07-01 01:00:00.0000000						
4	0	0	10YDE-EON------1	NULL	NULL	NULL	1	2014-06-30 13:11:13.9400000	0	2014-06-30 13:11:13.8090000	2965	2900	1024471747	NULL	1	1	2014-07-01 01:00:00.0000000	2014-07-01 00:00:00.0000000		2014-07-01 00:00:00.0000000-2014-07-01 01:00:00.0000000						
4	0	0	10YDE-VE-------2	NULL	NULL	NULL	1	2014-06-30 13:11:13.9410000	0	2014-06-30 13:11:13.8090000	2965	2900	1024471747	NULL	1	1	2014-07-01 01:00:00.0000000	2014-07-01 00:00:00.0000000		2014-07-01 00:00:00.0000000-2014-07-01 01:00:00.0000000						
4	0	0	10YDE-RWENET---I	NULL	NULL	NULL	1	2014-06-30 13:11:13.9420000	0	2014-06-30 13:11:13.8090000	2965	2900	1024471747	NULL	1	1	2014-07-01 01:00:00.0000000	2014-07-01 00:00:00.0000000		2014-07-01 00:00:00.0000000-2014-07-01 01:00:00.0000000						
4	0	0	10YDE-ENBW-----N	NULL	NULL	NULL	1	2014-06-30 13:11:13.9430000	0	2014-06-30 13:11:13.8090000	2965	2900	1024471747	NULL	1	1	2014-07-01 01:00:00.0000000	2014-07-01 00:00:00.0000000		2014-07-01 00:00:00.0000000-2014-07-01 01:00:00.0000000						
5	0	0	10YDE-EON------1	NULL	NULL	NULL	1	2014-06-30 13:14:32.4490000	1	2014-06-30 13:14:31.8090000	1000	10000	1024471824	NULL	1	1	2014-07-01 01:00:00.0000000	2014-07-01 00:00:00.0000000		2014-07-01 00:00:00.0000000-2014-07-01 01:00:00.0000000						
5	0	0	10YDE-EON------1	NULL	NULL	NULL	1	2014-06-30 13:14:32.4490000	0	2014-06-30 13:14:31.9810000	4000	10000	1024471848	NULL	1	1	2014-07-01 01:00:00.0000000	2014-07-01 00:00:00.0000000		2014-07-01 00:00:00.0000000-2014-07-01 01:00:00.0000000						
5	0	0	10YDE-EON------1	NULL	NULL	NULL	1	2014-06-30 13:14:32.4490000	0	2014-06-30 13:14:32.2810000	6000	10000	1024471883	NULL	1	1	2014-07-01 01:00:00.0000000	2014-07-01 00:00:00.0000000		2014-07-01 00:00:00.0000000-2014-07-01 01:00:00.0000000						
